date,DAY_OF_THE_WEEK,HOSPITAL_CENSUS_M,INDX_UCDH_TEST_PT_CNT,INDX_UCDH_POS_PT_CNT,INDX_UCDH_POSITIVITY_RATE,INDX_POS_PT_NEW_ADM_CNT,INDX_POS_PT_NEW_ADM_PCT,INDX_POS_PT_IN_HOUSE_D6_CNT,INDX_POS_PT_IN_HOUSE_D6_PCT,INDX_POS_PT_IN_HOUSE_D7_CNT,INDX_POS_PT_IN_HOUSE_D7_PCT,INDX_POS_PT_ALL_ADM_CNT,INDX_POS_PT_ALL_ADM_PCT,OUTREACH_TEST_CNT,OUTREACH_POS_TEST_CNT,OUTREACH_POSITIVITY_RATE,COVID_RULE_OUT_PT_CNT_M,COVID_POS_PT_CNT_EVER,COVID_PT_CNT_M,COVID_NEW_ADM_CNT,COVID_NEW_ADM_FLAG,COVID_DISCHARGE_CNT,COVID_DISCHARGE_PCT,DISCH_ICU_VENT_CNT,DISCH_ICU_NO_VENT_CNT,DISCH_MED_SURG_HFNC_CNT,DISCH_MED_SURG_NO_HFNC_CNT,COVID_MALE_CNT_M,COVID_MALE_PCT_M,COVID_AVG_AGE_M,COVID_MED_SURG_CNT_M,COVID_MED_SURG_HFNC_CNT_M,COVID_MED_SURG_HFNC_PCT_M,COVID_MED_SURG_NO_HFNC_CNT_M,COVID_MED_SURG_NO_HFNC_PCT_M,COVID_ICU_CNT_M,COVID_ICU_VENT_CNT_M,COVID_ICU_VENT_PCT_M,COVID_ICU_NO_VENT_CNT_M,COVID_ICU_NO_VENT_PCT_M,COVID_ACTIVE_DNR_CNT_M,COVID_ACTIVE_DNR_PCT_M,TESTED_PT_CNT_MEAN,TESTED_PT_CNT_SLOPE,TESTED_PT_CNT_STD,POSITIVITY_RATE_MEAN,POSITIVITY_RATE_SLOPE,POSITIVITY_RATE_STD,OUTREACH_TEST_CNT_MEAN,OUTREACH_TEST_CNT_SLOPE,OUTREACH_TEST_CNT_STD,OUTREACH_POSITIVITY_MEAN,OUTREACH_POSITIVITY_SLOPE,OUTREACH_POSITIVITY_STD,COVID_PT_CNT_MIDNIGHT_MEAN,COVID_PT_CNT_MIDNIGHT_SLOPE,COVID_PT_CNT_MIDNIGHT_STD,COVID_NEW_ADM_MEAN,COVID_NEW_ADM_SLOPE,COVID_NEW_ADM_STD,COVID_DISCHARGE_MEAN,COVID_DISCHARGE_SLOPE,COVID_DISCHARGE_STD,COVID_DISCHARGE_PCT_MEAN,COVID_DISCHARGE_PCT_SLOPE,COVID_DISCHARGE_PCT_STD
2020-08-03,1,543,421,22,5.23,5,62.5,2,25,1,12.5,8,36.36,92,9,9.78,10,58,52,5,0,6,10.34,2,1,0,3,36,69,53.79,38,11,28.95,27,71.05,14,9,64.29,5,35.71,3,5.77,315.6,-2.7,94.88,6.18,-0.22,2.2,59.4,-3.9,42.25,7.35,-0.1,4.72,50.6,1.3,2.41,5.2,0.3,2.28,4.2,0.5,1.3,7.61,0.66,2.05
2020-08-04,2,553,417,22,5.28,5,83.33,1,16.67,0,0,6,27.27,78,5,6.41,13,58,53,6,1,5,8.62,0,1,0,4,41,77,54.49,37,11,29.73,26,70.27,16,9,56.25,7,43.75,3,5.66,331.2,24.6,105.51,5.94,-0.31,2.23,61.8,1.8,43.05,7.42,-0.67,4.7,51.6,1,2.07,5.8,-0.2,1.92,4.6,0.3,1.14,8.16,0.34,1.83
2020-08-05,3,538,306,9,2.94,1,100,0,0,0,0,1,11.11,44,2,4.55,18,55,48,2,0,7,12.73,1,3,0,3,36,75,57.35,33,8,24.24,25,75.76,15,8,53.33,7,46.67,4,8.33,316.8,33.6,102.39,5.63,-1.34,2.56,49.2,11.8,34.97,6.65,-0.95,4.81,51.6,-0.8,2.07,5.2,-1.2,2.59,5.2,0.6,1.48,9.16,1.12,2.69
2020-08-06,4,552,284,15,5.28,0,0,2,100,0,0,2,13.33,112,7,6.25,9,51,51,3,0,0,0,0,0,0,0,37,73,56.76,34,6,17.65,28,82.35,17,8,47.06,9,52.94,3,5.88,323,7.9,98.42,4.71,-0.14,1.01,68.4,14.4,38.38,5.4,0.73,3.56,51.4,-0.8,2.07,4,-0.5,1.58,4.2,-0.5,2.78,7.41,-0.83,4.94
2020-08-07,5,564,348,19,5.46,2,40,3,60,0,0,5,26.32,125,2,1.6,9,54,52,4,0,2,3.7,0,0,1,1,37,71,56.96,36,6,16.67,30,83.33,16,12,75,4,25,3,5.77,355.2,-27.9,62.63,4.84,0.05,1.07,90.2,10,31.52,5.72,-1.65,2.98,51.2,-0.2,1.92,4,-0.5,1.58,4,-1.3,2.92,7.08,-2.19,5.16
2020-08-08,6,547,186,5,2.69,3,75,1,25,0,0,4,80,23,3,13.04,14,57,54,5,0,3,5.26,1,0,1,1,37,69,57.15,37,6,16.22,31,83.78,17,13,76.47,4,23.53,2,3.7,308.2,-42,85.07,4.33,-0.27,1.39,76.4,-2.9,43.4,6.37,1.03,4.2,51.6,0.6,2.3,4,0,1.58,3.4,-0.9,2.7,6.06,-1.58,4.85
2020-08-09,0,544,192,11,5.73,6,100,0,0,0,0,6,54.55,19,3,15.79,10,60,57,6,1,3,5,0,0,0,3,40,70,57.89,39,6,15.38,33,84.62,18,12,66.67,6,33.33,2,3.51,263.2,-32.6,71.56,4.42,0.3,1.48,64.6,-13.9,50.32,8.25,2.93,5.95,52.4,2.1,3.36,4,1,1.58,3,-0.5,2.55,5.34,-1.02,4.64
2020-08-10,1,577,412,14,3.4,3,75,0,0,1,25,4,28.57,154,9,5.84,18,64,58,7,1,6,9.38,0,1,1,4,41,71,58.21,40,7,17.5,33,82.5,18,12,66.67,6,33.33,4,6.9,284.4,10,98.17,4.51,-0.35,1.37,86.6,-2.2,61.8,8.5,1.34,5.78,54.4,1.9,3.05,5,1,1.58,2.8,1.3,2.17,4.67,2.01,3.37
2020-08-11,2,576,366,27,7.38,4,57.14,3,42.86,0,0,7,25.93,76,5,6.58,8,64,60,6,1,4,6.25,1,0,0,3,41,68,58.03,41,6,14.63,35,85.37,19,12,63.16,7,36.84,2,3.33,300.8,26.2,104.72,4.93,0.46,1.89,79.4,3.3,60.18,8.57,0.28,5.75,56.2,2,3.19,5.6,0.6,1.14,3.6,0.7,1.52,5.92,0.92,2.14
2020-08-12,3,569,294,14,4.76,1,100,0,0,0,0,1,7.14,69,4,5.8,10,61,55,1,0,6,9.84,0,0,2,4,38,69,58.13,35,4,11.43,31,88.57,20,12,60,8,40,2,3.64,290,39,101.36,4.79,0.58,1.87,68.2,14.9,54.51,9.41,-2.37,4.68,56.8,0.5,2.39,5,-0.8,2.35,4.4,0.7,1.52,7.15,1.04,2.3
2020-08-13,4,560,257,16,6.23,2,66.67,1,33.33,0,0,3,18.75,67,8,11.94,4,58,54,3,0,4,6.9,2,0,0,2,36,67,56.67,35,5,14.29,30,85.71,19,13,68.42,6,31.58,1,1.85,304.2,1.2,87.12,5.5,0.24,1.51,77,1.1,48.63,9.19,-0.77,4.49,56.8,-0.9,2.39,4.6,-1.2,2.51,4.6,0.2,1.34,7.47,0.43,2.07
2020-08-14,5,568,316,17,5.38,4,100,0,0,0,0,4,23.53,98,3,3.06,8,59,56,5,0,3,5.08,0,1,0,2,38,68,55.77,36,4,11.11,32,88.89,20,13,65,7,35,1,1.79,329,-30.1,60.9,5.43,0.28,1.5,92.8,-12.1,36.36,6.64,-0.02,3.25,56.6,-1,2.41,4.4,-0.7,2.41,4.6,-0.6,1.34,7.49,-0.8,2.05
2020-08-15,6,567,179,6,3.35,1,50,1,50,0,0,2,33.33,23,8,34.78,8,57,56,1,0,1,1.75,0,0,0,1,38,68,56.5,36,4,11.11,32,88.89,20,14,70,6,30,2,3.57,282.4,-35.2,69.98,5.42,-0.74,1.52,66.6,-7.7,27.3,12.43,5.37,12.9,56.2,-0.7,2.28,3.2,-0.6,2.28,3.6,-0.9,1.82,5.96,-1.38,2.94
2020-08-16,0,557,189,3,1.59,3,100,0,0,0,0,3,100,17,1,5.88,8,62,58,6,1,4,6.45,0,1,0,3,37,64,56.53,39,4,10.26,35,89.74,19,15,78.95,4,21.05,2,3.45,247,-28.8,61.36,4.26,-0.92,1.83,54.8,-14.8,34.12,12.29,2.3,12.98,55.8,0.8,1.48,3.2,0.8,2.28,3.6,-0.7,1.82,6,-1.19,2.94
2020-08-17,1,583,390,11,2.82,1,33.33,2,66.67,0,0,3,27.27,116,3,2.59,9,59,54,1,0,5,8.47,0,2,0,3,36,67,57.2,34,5,14.71,29,85.29,20,16,80,4,20,1,1.85,266.2,13.9,88.68,3.87,-1.06,1.9,64.2,1.7,44.04,11.65,-1.59,13.46,55.6,0.2,1.67,3.2,-0.3,2.28,3.4,0.3,1.52,5.73,0.45,2.53
2020-08-18,2,566,350,21,6,3,75,1,25,0,0,4,19.05,76,6,7.89,15,57,53,3,0,4,7.02,1,1,1,1,33,62,57.74,32,6,18.75,26,81.25,21,14,66.67,7,33.33,1,1.89,284.8,27.9,95.74,3.83,0.07,1.83,66,4.9,44.37,10.84,-2.25,13.56,55.4,-0.8,1.95,3.2,-0.4,2.28,3.4,0.6,1.52,5.75,1.06,2.55
2020-08-19,3,580,288,7,2.43,2,100,0,0,0,0,2,28.57,40,0,0,8,57,55,4,0,2,3.51,1,0,0,1,34,62,56.45,34,4,11.76,30,88.24,21,15,71.43,6,28.57,2,3.64,279.2,37.9,94.26,3.24,0.26,1.67,54.4,9.3,41.39,10.23,-6.76,14.06,55.2,-0.7,1.92,3,0.3,2.12,3.2,0.2,1.64,5.44,0.41,2.74
2020-08-20,4,594,242,9,3.72,1,50,1,50,0,0,2,22.22,21,3,14.29,10,58,53,3,0,5,8.62,0,1,0,4,33,62,56.98,31,3,9.68,28,90.32,22,16,72.73,6,27.27,3,5.66,291.8,0.4,80.77,3.31,0.39,1.69,54,-6.8,41.78,6.13,1.42,5.47,54.6,-0.9,2.07,3.4,-0.3,1.82,4,-0.1,1.23,6.81,-0.06,2.07
2020-08-21,5,585,276,12,4.35,5,100,0,0,0,0,5,41.67,73,3,4.11,13,59,55,6,1,4,6.78,1,3,0,0,34,62,57.05,33,3,9.09,30,90.91,22,14,63.64,8,36.36,4,7.27,309.2,-33.6,59.71,3.86,0.08,1.41,65.2,-14.1,36.56,5.78,0.94,5.55,54,0.2,1,3.4,1,1.82,4,-0.1,1.23,6.88,-0.18,2.06
2020-08-22,6,549,210,12,5.71,2,50,2,50,0,0,4,33.33,11,1,9.09,12,58,53,3,0,5,8.62,1,0,0,4,33,62,58.75,33,3,9.09,30,90.91,20,13,65,7,35,4,7.55,273.2,-29.2,52.66,4.44,0.13,1.47,44.2,-9.7,29.58,7.08,0.65,5.38,53.8,0,1.1,3.8,0.2,1.3,4,0.4,1.23,6.91,0.65,2.09
2020-08-23,0,547,178,3,1.69,1,50,1,50,0,0,2,66.67,40,4,10,5,54,51,1,0,3,5.56,0,2,0,1,31,61,58,34,5,14.71,29,85.29,17,13,76.47,4,23.53,3,5.88,238.8,-25.2,45.66,3.58,0.05,1.59,37,-1,23.7,7.5,1.48,5.54,53.4,-0.8,1.67,3.4,-0.6,1.82,3.8,0.2,1.3,6.62,0.41,2.17
2020-08-24,1,559,373,7,1.88,4,100,0,0,0,0,4,57.14,73,5,6.85,8,56,53,5,0,3,5.36,0,0,0,3,31,58,57.23,36,4,11.11,32,88.89,17,14,82.35,3,17.65,4,7.55,255.8,16.4,74.98,3.47,-0.63,1.7,43.6,7.1,28.79,8.87,-0.9,3.79,53,-0.4,1.41,3.6,-0.1,1.95,4,-0.5,1,6.99,-0.77,1.59
2020-08-25,2,549,333,9,2.7,2,100,0,0,0,0,2,22.22,51,4,7.84,15,55,51,2,0,4,7.27,2,1,0,1,30,59,56.08,34,2,5.88,32,94.12,17,14,82.35,3,17.65,5,9.8,274,27.7,81.54,3.27,-0.71,1.72,49.6,1.8,25.88,7.58,0.52,2.28,52.6,-0.8,1.67,3.4,-0.6,2.07,3.8,-0.2,0.84,6.72,-0.23,1.33
2020-08-26,3,568,295,11,3.73,6,100,0,0,0,0,6,54.55,41,6,14.63,11,59,55,8,1,4,6.78,1,1,1,1,32,58,55.42,38,0,0,38,100,17,13,76.47,4,23.53,5,9.09,277.8,32.5,82.1,3.14,-0.3,1.65,43.2,7.1,22.37,9.68,0.89,3.01,52.6,0.4,1.67,3.8,1.1,2.78,3.8,-0.1,0.84,6.72,-0.2,1.33
2020-08-27,4,566,222,13,5.86,2,50,2,50,0,0,4,30.77,52,6,11.54,10,57,55,2,0,2,3.51,0,1,0,1,33,60,54.55,38,0,0,38,100,17,13,76.47,4,23.53,4,7.27,280.2,1,79.77,3.17,1.02,1.71,51.4,-0.8,13.28,10.17,1.09,3.09,53,1,2,3.6,0.5,2.88,3.2,-0.1,0.84,5.7,-0.27,1.46
2020-08-28,5,557,281,5,1.78,1,100,0,0,0,0,1,20,80,7,8.75,6,57,48,2,0,9,15.79,2,1,0,6,29,60,55.79,32,1,3.13,31,96.88,16,10,62.5,6,37.5,5,10.42,300.8,-29.5,56.76,3.19,0.3,1.69,59.4,1.5,16.38,9.92,0.75,3.16,52.4,-0.6,2.97,3.8,-0.6,2.68,4.4,1,2.7,7.74,1.71,4.73
2020-08-29,6,555,183,3,1.64,2,100,0,0,0,0,2,66.67,19,4,21.05,3,52,48,4,0,4,7.69,0,1,0,3,31,65,56.81,32,1,3.13,31,96.88,16,9,56.25,7,43.75,5,10.42,262.8,-31.4,59.85,3.14,-0.41,1.74,48.6,-2.5,22.01,12.76,2.05,5.34,51.4,-1.3,3.51,3.6,-0.2,2.61,4.6,0.5,2.61,8.21,0.99,4.55
2020-08-30,0,548,200,4,2,2,66.67,1,33.33,0,0,3,75,17,3,17.65,10,51,47,3,0,4,7.84,1,1,0,2,29,62,56.72,32,2,6.25,30,93.75,15,10,66.67,5,33.33,4,8.51,236.2,-22.9,49.52,3,-0.77,1.81,41.8,-8.1,25.98,14.72,1.56,4.86,50.6,-2.3,4.04,3.8,-0.8,2.49,4.6,0.2,2.61,8.32,0.63,4.53
2020-08-31,1,576,372,8,2.15,4,80,1,20,0,0,5,62.5,89,3,3.37,9,51,46,4,0,5,9.8,2,2,0,1,30,65,59.96,30,4,13.33,26,86.67,16,12,75,4,25,4,8.7,251.6,21.9,76.82,2.69,-0.72,1.79,51.4,1.1,33.41,12.47,-0.74,7.04,48.8,-1.9,3.56,3,0.5,1,4.8,0.1,2.59,8.93,0.46,4.47
2020-09-01,2,559,349,15,4.3,3,100,0,0,0,0,3,20,50,1,2,7,49,45,4,0,4,8.16,0,1,0,3,27,60,61.18,28,3,10.71,25,89.29,17,12,70.59,5,29.41,4,8.89,277,32.5,85.13,2.37,0.56,1.09,51,1,33.41,10.56,-3.12,8.49,46.8,-0.8,1.3,3.4,0.4,0.89,5.2,-0.9,2.17,9.86,-1.32,3.42
2020-09-02,3,544,292,11,3.77,1,100,0,0,0,0,1,9.09,31,2,6.45,1,46,41,1,0,5,10.87,0,0,1,4,25,61,59.54,24,2,8.33,22,91.67,17,12,70.59,5,29.41,4,9.76,279.2,36.7,85.4,2.77,0.66,1.18,41.2,5.7,29.77,10.1,-4.49,8.68,45.4,-1.6,2.7,3.2,-0.5,1.3,4.4,0.2,0.55,8.87,0.67,1.4
2020-09-03,4,553,206,7,3.4,2,100,0,0,0,0,2,28.57,28,0,0,12,44,41,3,0,3,6.82,0,0,0,3,27,66,57.56,24,2,8.33,22,91.67,17,13,76.47,4,23.53,3,7.32,283.8,-6.8,79.33,3.12,0.44,1.01,43,-3.6,28.33,5.89,-3.22,6.98,44,-1.7,2.83,3,-0.3,1.23,4.2,-0.2,0.84,8.7,-0.1,1.62
2020-09-04,5,557,198,8,4.04,2,100,0,0,0,0,2,25,55,0,0,11,45,44,5,0,1,2.22,0,0,0,1,28,64,57.48,27,2,7.41,25,92.59,17,11,64.71,6,35.29,6,13.64,283.4,-49.1,79.86,3.53,0.29,0.84,50.6,-9,24.44,2.36,-0.87,2.69,43.4,-0.8,2.3,3.4,0.1,1.52,3.6,-0.9,1.67,7.57,-1.65,3.37
2020-09-05,6,542,172,7,4.07,2,66.67,1,33.33,0,0,3,42.86,28,9,32.14,8,48,43,4,0,5,10.42,0,2,1,2,28,65,58.81,27,3,11.11,24,88.89,16,11,68.75,5,31.25,5,11.63,243.4,-44.8,74.28,3.92,-0.02,0.34,38.4,-2,13.05,8.12,5.38,13.69,42.8,-0.1,1.79,3.4,0.4,1.52,3.6,-0.2,1.67,7.7,-0.41,3.48
2020-09-06,0,531,206,6,2.91,4,80,1,20,0,0,5,83.33,23,5,21.74,14,50,47,7,1,3,6,1,0,0,2,30,64,56.94,33,3,9.09,30,90.91,14,11,78.57,3,21.43,5,10.64,214.8,-20.6,45.36,3.64,-0.11,0.49,33,-1.6,12.63,12.07,6.27,14.31,43.2,1.4,2.49,4,1.3,2.24,3.4,-0.2,1.67,7.27,-0.61,3.54
2020-09-07,1,545,122,2,1.64,2,100,0,0,0,0,2,100,29,1,3.45,11,51,49,4,0,2,3.92,1,0,0,1,32,65,55.47,36,4,11.11,32,88.89,13,10,76.92,3,23.08,6,12.24,180.8,-16,35.71,3.21,-0.47,1,32.6,-3,12.74,11.47,2.86,14.66,44.8,1.9,3.19,4.6,0.4,1.52,2.8,0,1.48,5.88,-0.2,3.11
2020-09-08,2,557,377,6,1.59,0,0,3,100,0,0,3,50,77,3,3.9,13,52,49,3,0,3,5.77,0,1,0,2,31,63,56.06,34,2,5.88,32,94.12,15,12,80,3,20,5,10.2,215,30.8,96.32,2.85,-0.73,1.22,42.4,4.5,23.02,12.25,-2.09,13.99,46.4,1.6,2.79,4.6,-0.4,1.52,2.8,0.1,1.48,5.67,0.06,3.07
2020-09-09,3,567,312,15,4.81,4,66.67,2,33.33,0,0,6,40,34,3,8.82,9,52,49,3,0,3,5.77,0,0,1,2,32,65,56.1,33,3,9.09,30,90.91,16,12,75,4,25,7,14.29,237.8,45.1,104.44,3,0.02,1.44,38.2,6.6,22.04,14.01,-6.45,12.54,47.4,1.4,2.61,4.2,-0.6,1.64,3.2,-0.4,1.1,6.38,-0.95,2.41
2020-09-10,4,563,225,8,3.56,3,100,0,0,0,0,3,37.5,13,2,15.38,10,51,45,2,0,6,11.76,0,2,1,3,31,69,57.98,30,5,16.67,25,83.33,15,12,80,3,20,7,15.56,248.4,22.8,98.62,2.9,0.45,1.36,35.2,-1.5,24.64,10.66,-0.74,7.84,47.8,-0.4,1.79,3.8,-1.1,1.92,3.4,0.7,1.52,6.64,1.34,2.98
2020-09-11,5,554,290,6,2.07,1,100,0,0,0,0,1,16.67,70,2,2.86,10,46,42,1,0,4,8.7,2,0,0,2,30,71,57.81,27,5,18.52,22,81.48,15,10,66.67,5,33.33,9,21.43,265.2,18.4,96.73,2.73,0.28,1.41,44.6,1.8,27.61,6.88,1.03,5.31,46.8,-1.8,3.19,2.6,-0.7,1.14,3.6,0.7,1.52,7.18,1.56,3.08
2020-09-12,6,567,208,4,1.92,0,0,0,0,1,100,1,25,15,0,0,9,42,39,0,0,3,7.14,1,0,0,2,28,72,55.97,26,6,23.08,20,76.92,13,10,76.92,3,23.08,8,20.51,282.4,-36,68.4,2.79,-0.21,1.36,41.8,-8.8,30.18,6.19,-1.38,6.04,44.8,-2.7,4.38,1.8,-0.8,1.3,3.8,0.1,1.3,7.83,0.57,2.51
2020-09-13,0,563,183,3,1.64,1,100,0,0,0,0,1,33.33,16,0,0,6,41,40,2,0,1,2.44,1,0,0,0,27,68,56.35,28,5,17.86,23,82.14,12,9,75,3,25,7,17.5,243.6,-27.5,55.04,2.8,-0.8,1.35,29.6,-3.4,24.11,5.41,-3.3,6.64,43,-2.4,4.06,1.6,-0.4,1.14,3.4,-0.7,1.82,7.16,-1.13,3.46
2020-09-14,1,582,369,8,2.17,0,0,0,0,1,100,1,12.5,86,0,0,3,40,36,0,0,4,10,1,0,1,2,23,64,56.11,25,3,12,22,88,11,9,81.82,2,18.18,6,16.67,255,18.1,75.02,2.27,-0.32,0.75,40,9.2,35.16,3.65,-3.36,6.67,40.4,-2,3.36,1,-0.3,1,3.6,-0.7,1.82,8.01,-0.98,3.55
2020-09-15,2,598,307,12,3.91,2,100,0,0,0,0,2,16.67,35,0,0,7,38,37,2,0,1,2.63,0,0,0,1,23,62,56.11,24,3,12.5,21,87.5,13,11,84.62,2,15.38,6,16.22,271.4,19.5,75.79,2.34,0.39,0.9,44.4,0.1,32.19,0.57,-0.57,1.28,38.8,-1.3,2.39,1,0.2,1,2.6,-0.5,1.52,6.18,-0.93,3.48
2020-09-16,3,583,277,4,1.44,2,100,0,0,0,0,2,50,27,2,7.41,11,39,38,2,0,1,2.56,0,0,0,1,23,61,56.26,25,3,12,22,88,13,12,92.31,1,7.69,8,21.05,268.8,26.2,75.21,2.22,0.13,0.99,35.8,4.3,29.25,1.48,1.48,3.31,38,-0.5,1.58,1.2,0.4,1.1,2,-0.4,1.41,4.95,-0.9,3.45
2020-09-17,4,564,208,8,3.85,2,100,0,0,0,0,2,25,15,0,0,8,41,37,3,0,4,9.76,1,0,0,3,23,62,57.78,24,4,16.67,20,83.33,13,10,76.92,3,23.08,8,21.62,268.8,-4.2,75.21,2.6,0.37,1.2,35.8,-6.1,29.25,1.48,0.74,3.31,37.6,-0.4,1.52,1.8,0.4,1.1,2.2,0.3,1.64,5.48,0.72,4.02
2020-09-18,5,564,308,4,1.3,1,100,0,0,0,0,1,25,81,0,0,6,39,37,2,0,2,5.13,0,0,1,1,21,57,57.08,24,3,12.5,21,87.5,13,10,76.92,3,23.08,8,21.62,293.8,-22.1,58.47,2.53,-0.18,1.27,48.8,-3,32.52,1.48,0,3.31,37,0.2,0.71,1.8,0.5,1.1,2.4,-0.1,1.52,6.02,-0.26,3.68
2020-09-19,6,530,170,9,5.29,2,66.67,1,33.33,0,0,3,33.33,13,2,15.38,5,39,37,2,0,2,5.13,2,0,0,0,21,57,56.78,24,2,8.33,22,91.67,13,11,84.62,2,15.38,7,18.92,254,-24.3,62.1,3.16,0.26,1.73,34.2,1,27.66,4.56,2.34,6.85,37.2,-0.1,0.45,2.2,0,0.45,2,0.3,1.23,5.04,0.76,2.93
2020-09-20,0,537,194,2,1.03,0,0,0,0,0,0,0,0,11,2,18.18,4,38,35,1,0,3,7.89,0,0,0,3,20,57,55.69,23,3,13.04,20,86.96,12,10,83.33,2,16.67,7,20,231.4,-20.4,58.45,2.58,0.06,1.89,29.4,-3.4,29.51,8.19,3.69,8.46,36.8,-0.6,1.1,2,-0.3,0.71,2.4,0.2,1.14,6.09,0.6,2.78
2020-09-21,1,557,378,11,2.91,2,66.67,0,0,1,33.33,3,27.27,91,0,0,8,37,37,2,0,0,0,0,0,0,0,22,59,55.05,25,2,8,23,92,12,10,83.33,2,16.67,8,21.62,251.6,22.6,88.08,2.88,-0.22,1.78,42.2,8.2,40.17,6.71,1.82,9.24,36.6,-0.2,0.89,2,-0.3,0.71,2.2,-0.7,1.48,5.58,-1.68,3.69
2020-09-22,2,582,347,7,2.02,1,50,1,50,0,0,2,28.57,58,4,6.9,9,40,38,3,0,2,5,1,0,0,1,24,63,55.71,26,4,15.38,22,84.62,12,10,83.33,2,16.67,8,21.05,279.4,28.6,92.7,2.51,-0.09,1.72,50.8,3.2,37.39,8.09,-0.16,8.47,36.8,0.2,1.1,2,0.2,0.71,1.8,-0.2,1.1,4.63,-0.54,2.86
2020-09-23,3,582,271,4,1.48,0,0,1,100,0,0,1,25,24,0,0,6,38,36,0,0,2,5.26,0,0,0,2,23,64,57.22,23,2,8.7,21,91.3,13,9,69.23,4,30.77,8,22.22,272,35.5,91.31,2.55,-0.66,1.69,39.4,6.9,34.46,8.09,-4.2,8.47,36.6,0.1,1.14,1.6,-0.2,1.14,1.8,-0.1,1.1,4.66,-0.26,2.87
2020-09-24,4,588,224,6,2.68,1,100,0,0,0,0,1,16.67,27,1,3.7,7,39,37,3,0,2,5.13,1,1,0,0,23,62,55.54,24,2,8.33,22,91.67,13,9,69.23,4,30.77,9,24.32,282.8,-4.7,78.53,2.02,0.19,0.79,42.2,-3.5,32.28,5.76,-2.9,7.52,36.6,0.3,1.14,1.8,0.2,1.3,1.8,0,1.1,4.66,-0.03,2.87
2020-09-25,5,583,297,5,1.68,2,100,0,0,0,0,2,40,67,0,0,7,41,38,4,0,3,7.32,0,2,1,0,20,53,54.55,24,1,4.17,23,95.83,14,10,71.43,4,28.57,8,21.05,303.4,-28.5,60.95,2.15,-0.18,0.62,53.4,-7.9,28.2,2.12,-0.32,3.12,37.2,0.1,0.84,2.4,0.4,1.52,1.8,0.6,1.1,4.54,1.48,2.71
2020-09-26,6,568,202,8,3.96,3,60,2,40,0,0,5,62.5,14,0,0,6,42,35,4,0,7,16.67,1,0,1,5,21,60,52,20,1,5,19,95,15,11,73.33,4,26.67,5,14.29,268.2,-26.4,57.84,2.36,0.41,1,38,-4.5,23.1,2.12,-1.38,3.12,36.8,-0.4,1.3,2.8,0.6,1.64,3.2,1.1,2.17,7.88,2.54,5.01
2020-09-27,0,573,214,4,1.87,2,100,0,0,0,0,2,50,5,0,0,13,37,37,2,0,0,0,0,0,0,0,23,62,52.62,22,2,9.09,20,90.91,15,10,66.67,5,33.33,5,13.51,241.6,-13.6,40.54,2.33,0.21,1.02,27.4,-5.1,23.78,0.74,-0.37,1.66,36.6,0,1.14,2.6,0.5,1.67,2.8,0.1,2.59,6.88,0.1,6.1
2020-09-28,1,593,412,3,0.73,0,0,0,0,0,0,0,0,104,0,0,5,37,29,0,0,8,21.62,2,1,0,5,18,62,55.41,16,2,12.5,14,87.5,13,11,84.62,2,15.38,4,13.79,269.8,29.3,87.71,2.18,-0.37,1.21,43.4,9.2,41.34,0.74,-0.74,1.66,35.2,-1.7,3.63,2.6,-0.8,1.67,4,0.9,3.39,10.15,2.57,8.81
2020-09-29,2,597,371,4,1.08,0,0,1,100,0,0,1,25,33,0,0,7,32,31,3,0,1,3.13,0,1,0,0,18,58,51.77,16,0,0,16,100,15,10,66.67,5,33.33,3,9.68,299.2,35.8,92.99,1.86,-0.44,1.26,44.6,2.2,40.83,0,0,0,34,-2,3.87,2.6,-0.6,1.67,3.8,-0.3,3.56,9.75,-0.34,9.13
2020-09-30,3,585,291,6,2.06,1,50,1,50,0,0,2,33.33,18,0,0,7,32,29,1,0,3,9.38,1,1,0,1,17,59,53,17,0,0,17,100,12,9,75,3,25,3,10.34,298,33.5,93.07,1.94,-0.46,1.26,34.8,3.6,39.98,0,0,0,32.2,-1.8,3.63,2,-0.5,1.58,3.8,-0.7,3.56,10.16,-1.15,9.04
2020-10-01,4,576,198,4,2.02,0,0,0,0,0,0,0,0,37,0,0,10,30,26,1,0,4,13.33,0,1,0,3,18,69,53.15,15,0,0,15,100,11,9,81.82,2,18.18,1,3.85,297.2,-15.3,94.11,1.55,0.16,0.61,39.4,-2.2,38.28,0,0,0,30.4,-2.2,4.1,1.4,-0.1,1.14,3.2,0.3,3.11,9.49,1.44,8.55
2020-10-02,5,577,330,4,1.21,0,0,0,0,0,0,0,0,84,0,0,10,26,24,0,0,2,7.69,0,1,0,1,17,71,56.13,13,0,0,13,100,11,9,81.82,2,18.18,1,4.17,320.4,-33.7,81.99,1.42,0.19,0.59,55.2,-3.6,36.81,0,0,0,27.8,-1.5,2.78,1,-0.2,1.23,3.6,-0.9,2.7,11.03,-1.77,6.96
2020-10-03,6,558,182,3,1.65,2,100,0,0,0,0,2,66.67,21,0,0,4,26,25,2,0,1,3.85,0,1,0,0,16,64,54.2,14,0,0,14,100,11,9,81.82,2,18.18,1,4,274.4,-33.9,82.27,1.6,0.03,0.45,38.6,4.2,26.6,0,0,0,27,-1.7,2.92,1.4,-0.3,1.14,2.2,-0.1,1.3,7.48,-0.03,4.18
