date,DAY_OF_THE_WEEK,HOSPITAL_CENSUS_M,INDX_UCDH_TEST_PT_CNT,INDX_UCDH_POS_PT_CNT,INDX_UCDH_POSITIVITY_RATE,INDX_POS_PT_NEW_ADM_CNT,INDX_POS_PT_NEW_ADM_PCT,INDX_POS_PT_IN_HOUSE_D6_CNT,INDX_POS_PT_IN_HOUSE_D6_PCT,INDX_POS_PT_IN_HOUSE_D7_CNT,INDX_POS_PT_IN_HOUSE_D7_PCT,INDX_POS_PT_ALL_ADM_CNT,INDX_POS_PT_ALL_ADM_PCT,OUTREACH_TEST_CNT,OUTREACH_POS_TEST_CNT,OUTREACH_POSITIVITY_RATE,COVID_RULE_OUT_PT_CNT_M,COVID_POS_PT_CNT_EVER,COVID_PT_CNT_M,COVID_NEW_ADM_CNT,COVID_NEW_ADM_FLAG,COVID_DISCHARGE_CNT,COVID_DISCHARGE_PCT,DISCH_ICU_VENT_CNT,DISCH_ICU_NO_VENT_CNT,DISCH_MED_SURG_HFNC_CNT,DISCH_MED_SURG_NO_HFNC_CNT,COVID_MALE_CNT_M,COVID_MALE_PCT_M,COVID_AVG_AGE_M,COVID_MED_SURG_CNT_M,COVID_MED_SURG_HFNC_CNT_M,COVID_MED_SURG_HFNC_PCT_M,COVID_MED_SURG_NO_HFNC_CNT_M,COVID_MED_SURG_NO_HFNC_PCT_M,COVID_ICU_CNT_M,COVID_ICU_VENT_CNT_M,COVID_ICU_VENT_PCT_M,COVID_ICU_NO_VENT_CNT_M,COVID_ICU_NO_VENT_PCT_M,COVID_ACTIVE_DNR_CNT_M,COVID_ACTIVE_DNR_PCT_M,TESTED_PT_CNT_MEAN,TESTED_PT_CNT_SLOPE,TESTED_PT_CNT_STD,POSITIVITY_RATE_MEAN,POSITIVITY_RATE_SLOPE,POSITIVITY_RATE_STD,OUTREACH_TEST_CNT_MEAN,OUTREACH_TEST_CNT_SLOPE,OUTREACH_TEST_CNT_STD,OUTREACH_POSITIVITY_MEAN,OUTREACH_POSITIVITY_SLOPE,OUTREACH_POSITIVITY_STD,COVID_PT_CNT_MIDNIGHT_MEAN,COVID_PT_CNT_MIDNIGHT_SLOPE,COVID_PT_CNT_MIDNIGHT_STD,COVID_NEW_ADM_MEAN,COVID_NEW_ADM_SLOPE,COVID_NEW_ADM_STD,COVID_DISCHARGE_MEAN,COVID_DISCHARGE_SLOPE,COVID_DISCHARGE_STD,COVID_DISCHARGE_PCT_MEAN,COVID_DISCHARGE_PCT_SLOPE,COVID_DISCHARGE_PCT_STD
2020-12-05,6,545,310,39,12.58,8,88.89,1,11.11,0,0,9,23.08,100,10,10,9,104,99,11,1,5,4.81,1,0,1,3,66,67,60.46,79,11,13.92,68,86.08,20,10,50,10,50,13,13.13,563.6,-58.7,142.93,13.69,-0.57,1.4,80.8,8.8,17.44,14.85,-2.07,5.63,93.4,2,3.51,10.2,0.5,2.39,7.8,-0.5,3.27,7.67,-0.58,3.12
2020-12-06,0,551,364,52,14.29,6,60,3,30,1,10,10,19.23,42,9,21.43,11,107,101,8,1,6,5.61,0,1,0,5,68,67,60.2,80,11,13.75,69,86.25,21,11,52.38,10,47.62,11,10.89,511.2,-79.9,161.19,13.67,-0.25,1.39,74.2,-0.7,24.85,16.2,-0.81,6.34,95.6,2.5,4.22,9.6,0.3,2.51,6.8,0.1,2.78,6.61,-0.02,2.61
2020-12-07,1,577,628,56,8.92,5,62.5,2,25,1,12.5,8,14.29,131,19,14.5,10,112,104,11,1,8,7.14,0,0,0,8,70,67,60.1,81,9,11.11,72,88.89,23,12,52.17,11,47.83,10,9.62,514.4,-26.3,163.83,12.31,-0.59,2.06,89.4,4.9,32.3,15.1,-0.02,5.99,98.2,2.8,4.66,10.6,-0.5,1.52,7.6,-0.5,2.3,7.2,-0.64,2.24
2020-12-08,2,576,637,78,12.24,6,60,3,30,1,10,10,12.82,87,23,26.44,7,114,107,11,1,7,6.14,0,1,0,6,70,65,59.98,82,8,9.76,74,90.24,25,12,48,13,52,15,14.02,519.2,27.8,167.75,12.32,-0.63,2.06,90.6,1.9,32.02,16.19,4.02,7.6,100.8,3.3,5.31,10.4,0,1.34,7.4,-0.5,2.3,6.86,-0.66,2.25
2020-12-09,3,570,570,85,14.91,6,54.55,4,36.36,1,9.09,11,12.94,78,18,23.08,6,122,107,15,1,15,12.3,2,6,0,7,68,64,60.04,85,11,12.94,74,87.06,22,13,59.09,9,40.91,12,11.21,501.8,79.3,153.81,12.59,0.26,2.34,87.6,0.1,32.44,19.09,3.12,6.69,103.6,2.2,3.58,11.2,1.1,2.49,8.2,2.1,3.96,7.2,1.55,2.97
2020-12-10,4,581,565,71,12.57,13,81.25,3,18.75,0,0,16,22.54,83,17,20.48,6,123,114,16,1,9,7.32,1,0,0,8,72,63,61.16,88,16,18.18,72,81.82,26,16,61.54,10,38.46,12,10.53,552.8,34.4,110.49,12.59,0.26,2.34,84.2,2.9,31.7,21.19,0.67,4.37,106.6,2.9,4.83,12.2,2,3.27,9,1.3,3.54,7.7,0.86,2.67
2020-12-11,5,573,557,74,13.29,7,87.5,0,0,1,12.5,8,10.81,119,26,21.85,6,124,118,10,1,6,4.84,0,1,0,5,73,62,61.18,91,12,13.19,79,86.81,27,17,62.96,10,37.04,17,14.41,591.4,-21.4,37.94,12.39,0.91,2.19,99.6,-2.8,23.79,21.27,0.87,4.38,110,3.5,5.79,12.6,0.3,2.7,9,-0.2,3.54,7.55,-0.34,2.83
2020-12-12,6,581,301,36,11.96,6,66.67,1,11.11,2,22.22,9,25,29,10,34.48,5,124,117,6,1,7,5.65,0,0,1,6,73,62,62.35,92,7,7.61,85,92.39,25,16,64,9,36,19,16.24,526,-68.5,129.77,12.99,-0.22,1.18,79.2,-7.5,32.33,25.27,1.49,5.6,112.6,3.1,5.32,11.6,-1.5,4.04,8.8,-0.9,3.63,7.25,-0.84,2.96
2020-12-13,0,568,260,28,10.77,7,63.64,4,36.36,0,0,11,39.29,32,13,40.63,6,128,123,11,1,5,3.91,2,0,1,2,76,62,62.09,97,8,8.25,89,91.75,26,14,53.85,12,46.15,20,16.26,450.6,-88.4,156.02,12.7,-0.89,1.54,68.2,-14.6,37.89,28.1,4.91,8.95,115.8,3.5,5.89,11.6,-1.8,4.04,8.4,-2.2,3.98,6.8,-1.85,3.32
2020-12-14,1,565,616,70,11.36,7,77.78,1,11.11,1,11.11,9,12.86,127,16,12.6,9,134,116,11,1,18,13.43,2,1,2,13,73,63,62.47,90,9,10,81,90,26,13,50,13,50,21,18.1,459.8,-19.5,165.87,11.99,-0.49,0.99,78,0.1,46.43,26.01,0.3,11.33,117.6,0.9,3.36,10.8,-0.9,3.56,9,1.7,5.24,7.03,1.13,3.79
2020-12-15,2,563,533,79,14.82,6,85.71,1,14.29,0,0,7,8.86,92,18,19.57,7,128,114,12,1,14,10.94,1,0,4,9,71,62,62,88,9,10.23,79,89.77,26,11,42.31,15,57.69,18,15.79,453.4,26.7,161.35,12.44,0.25,1.63,79.8,4.4,46.85,25.83,-2.64,11.45,117.6,-0.9,3.36,10,0.9,2.35,10,2.7,5.7,7.75,2,4.19
2020-12-16,3,581,507,86,16.96,12,85.71,2,14.29,0,0,14,16.28,62,11,17.74,7,131,119,17,1,12,9.16,1,3,0,8,75,63,61.71,96,15,15.63,81,84.38,23,13,56.52,10,43.48,23,19.33,443.4,68.5,154.74,13.17,1.41,2.63,68.4,12.6,41.56,25,-5.45,11.94,117.8,-0.5,3.42,11.4,2.3,3.91,11.2,1.9,5.26,8.62,1.41,3.87
2020-12-17,4,595,431,78,18.1,7,87.5,1,12.5,0,0,8,10.26,39,7,17.95,6,128,119,9,1,9,7.03,2,1,0,6,76,64,61.71,95,15,15.79,80,84.21,24,12,50,12,50,20,16.81,469.4,23.3,134.42,14.4,2.03,3.27,70.4,-5.1,39.37,21.7,-4.02,10.9,118.2,-0.5,3.42,12,0.2,3,11.6,0.2,4.93,8.89,0.2,3.65
2020-12-18,5,571,463,53,11.45,5,83.33,1,16.67,0,0,6,11.32,65,8,12.31,2,130,113,11,1,17,13.08,4,1,0,12,70,62,61.96,89,16,17.98,73,82.02,24,12,50,12,50,20,17.7,510,-40.8,71.11,14.54,0.35,3.09,77,-17.7,33.68,16.03,-0.22,3.35,116.2,-0.1,2.78,12,-0.3,3,14,-0.7,3.67,10.73,-0.46,2.69
2020-12-19,6,572,331,35,10.57,3,75,1,25,0,0,4,11.43,38,14,36.84,3,119,112,6,1,7,5.88,3,2,0,2,71,63,60.92,94,12,12.77,82,87.23,18,7,38.89,11,61.11,17,15.18,453,-44.8,78.72,14.38,-1.4,3.31,59.2,-10.5,22.22,20.88,2.91,9.33,115.4,-1,3.36,11,-1.8,4.06,11.8,-0.9,3.96,9.22,-0.62,2.91
2020-12-20,0,581,255,25,9.8,6,85.71,1,14.29,0,0,7,28,11,4,36.36,4,123,115,11,1,8,6.5,1,2,0,5,74,64,60.59,97,10,10.31,87,89.69,18,6,33.33,12,66.67,18,15.65,397.4,-60.4,102.63,13.38,-2.19,3.86,43,-10.3,21.85,24.24,5.61,11.51,115.6,-1.5,3.29,10.8,-1.5,4.03,10.6,-1,4.04,8.33,-0.65,2.93
2020-12-21,1,595,511,71,13.89,17,77.27,4,18.18,1,4.55,22,30.99,84,8,9.52,4,136,128,21,1,8,5.88,0,0,2,6,85,66,59.95,111,12,10.81,99,89.19,17,5,29.41,12,70.59,18,14.06,398.2,-4.8,103.71,12.76,-1.01,3.36,47.4,3.6,27.99,22.6,0.72,13.14,117.4,2,6.5,11.6,2.4,5.64,9.8,-1.1,4.09,7.67,-0.89,3.06
2020-12-22,2,583,390,75,19.23,10,66.67,3,20,2,13.33,15,20,40,10,25,3,145,130,18,1,15,10.34,0,2,2,11,87,67,59.42,110,9,8.18,101,91.82,20,6,30,14,70,17,13.08,390,3.4,102.07,12.99,1.89,3.81,47.6,-0.4,27.92,24.01,-0.19,12.89,119.6,5,8.68,13.4,2.9,6.03,11,-0.3,4.64,8.34,-0.55,3.24
2020-12-23,3,568,346,53,15.32,3,42.86,4,57.14,0,0,7,13.21,29,7,24.14,2,139,124,10,1,15,10.79,1,3,0,11,81,65,59.91,104,8,7.69,96,92.31,20,7,35,13,65,17,13.71,366.6,16.5,94.27,13.76,1.89,3.82,40.4,1.1,26.93,26.37,-3.68,11.18,121.8,3.9,7.95,13.2,1.5,6.14,10.6,2.3,4.04,7.88,1.37,2.47
2020-12-24,4,522,119,29,24.37,11,91.67,1,8.33,0,0,12,41.38,65,11,16.92,3,138,123,14,1,15,10.87,3,0,1,11,87,71,60.46,104,10,9.62,94,90.38,19,9,47.37,10,52.63,16,13.01,324.2,-43.7,147.14,16.52,3.06,5.53,45.8,5.3,28.96,22.39,-2.43,10.01,124,1.2,5.79,14.8,-0.5,4.66,12.2,2.1,3.83,8.88,1.37,2.47
2020-12-25,5,508,85,17,20,2,50,2,50,0,0,4,23.53,11,7,63.64,4,128,115,5,0,13,10.16,1,4,0,8,80,70,60.2,97,10,10.31,87,89.69,18,10,55.56,8,44.44,14,12.17,290.2,-112.3,182.51,18.56,1.74,4.14,45.8,-12.1,28.96,27.84,10.02,20.97,124,-3.3,5.79,13.6,-3.6,6.35,13.2,1,3.03,9.61,0.91,2.11
2020-12-26,6,520,293,37,12.63,5,71.43,2,28.57,0,0,7,18.92,47,16,34.04,3,125,118,10,1,7,5.6,1,0,2,4,84,71,60.85,101,11,10.89,90,89.11,17,10,58.82,7,41.18,14,11.86,246.6,-45.5,136.92,18.31,-0.85,4.52,38.4,-0.4,20.14,32.75,5.76,18.31,122,-3.3,5.79,11.4,-2.1,4.88,13,-1.8,3.46,9.55,-1.01,2.23
2020-12-27,0,533,234,37,15.81,8,72.73,2,18.18,1,9.09,11,29.73,32,13,40.63,1,128,121,10,1,7,5.47,1,0,1,5,84,69,60.21,103,11,10.68,92,89.32,18,10,55.56,8,44.44,14,11.57,215.4,-5,111.49,17.63,-1.08,4.6,36.8,-1.2,20.3,35.87,5.01,17.99,120.2,-1.1,3.7,9.8,-0.4,3.19,11.4,-2.4,4.1,8.58,-1.59,2.79
2020-12-28,1,538,496,70,14.11,10,83.33,0,0,2,16.67,12,17.14,68,9,13.24,4,134,121,13,1,13,9.7,0,5,2,6,85,70,61.17,105,12,11.43,93,88.57,16,11,68.75,5,31.25,16,13.22,245.4,90.3,163.48,17.38,-2.47,4.78,44.6,2.7,23.76,33.69,-3.04,20.28,119.6,0.2,3.13,10.4,0.3,3.51,11,-1,3.74,8.36,-0.7,2.61
2020-12-29,2,560,439,98,22.32,6,75,2,25,0,0,8,8.16,24,5,20.83,2,132,123,11,1,9,6.82,1,1,1,6,86,70,59.91,104,16,15.38,88,84.62,19,11,57.89,8,42.11,18,14.63,309.4,91.1,164.26,16.97,0.61,4.07,36.4,4.7,21.96,34.48,-10.64,19.53,119.6,1.9,3.13,9.8,1.5,2.95,9.8,-0.2,3.03,7.55,-0.26,2.24
2020-12-30,3,562,404,75,18.56,10,58.82,3,17.65,4,23.53,17,22.67,36,9,25,1,138,126,15,1,12,8.7,2,1,0,9,88,70,61.56,102,12,11.76,90,88.24,24,14,58.33,10,41.67,21,16.67,373.2,42.7,107.43,16.69,1.84,3.84,41.4,-3,17.02,26.75,-3.79,10.8,121.8,1.8,2.95,11.8,1.1,2.17,9.6,1.2,2.79,7.26,0.76,1.88
2020-12-31,4,553,159,22,13.84,7,58.33,3,25,2,16.67,12,54.55,70,4,5.71,3,136,123,10,1,13,9.56,0,3,4,6,82,67,60.66,99,14,14.14,85,85.86,24,16,66.67,8,33.33,18,14.63,346.4,-24.2,143.2,16.93,0.05,3.55,46,4.4,21.45,21.08,-5.81,13.19,122.8,0.9,2.05,11.8,0.2,2.17,10.8,1.1,2.68,8.05,0.72,1.84
2021-01-01,5,548,109,16,14.68,4,50,1,12.5,3,37.5,8,50,13,4,30.77,1,131,123,8,1,8,6.11,1,1,1,5,80,65,59.31,99,13,13.13,86,86.87,24,15,62.5,9,37.5,18,14.63,321.4,-105.4,175.09,16.7,-0.73,3.68,42.2,-6.4,25.79,19.11,1.99,9.84,123.2,0.4,1.79,11.4,-1.1,2.7,11,-0.6,2.35,8.18,-0.44,1.63
2021-01-02,6,558,375,52,13.87,5,55.56,2,22.22,2,22.22,9,17.31,40,8,20,5,129,120,6,1,9,6.98,2,2,2,3,78,65,59.61,98,10,10.2,88,89.8,22,16,72.73,6,27.27,19,15.83,297.2,-42.3,151.73,16.65,-2.08,3.72,36.6,0.9,21.47,20.46,0.41,9.29,123,-0.9,2.12,10,-1.7,3.39,10.2,-0.4,2.17,7.63,-0.23,1.44
2021-01-03,0,560,262,25,9.54,6,85.71,0,0,1,14.29,7,28,18,2,11.11,5,125,117,5,0,8,6.4,0,0,4,4,76,65,59.68,94,9,9.57,85,90.43,23,17,73.91,6,26.09,15,12.82,261.8,-6.8,129.37,14.1,-1.8,3.21,35.4,-6.6,22.49,18.52,-1.35,10.16,121.8,-2.1,3.42,8.8,-2.4,3.96,10,-1.2,2.35,7.55,-0.72,1.51
2021-01-04,1,581,552,73,13.22,4,50,1,12.5,3,37.5,8,10.96,63,6,9.52,0,122,117,5,0,5,4.1,1,2,0,2,75,64,59.78,94,10,10.64,84,89.36,23,18,78.26,5,21.74,16,13.68,291.4,93.9,177.88,13.03,-0.64,2.02,40.8,-0.9,25.69,15.42,-1.2,10.05,120,-1.8,3,6.8,-1.3,2.17,8.6,-1.6,2.88,6.63,-1.06,1.96
2021-01-05,2,581,559,79,14.13,6,75,1,12.5,1,12.5,8,10.13,83,10,12.05,1,125,112,8,1,13,10.4,3,1,1,8,73,65,60.56,92,12,13.04,80,86.96,20,16,80,4,20,19,16.96,371.4,107.7,192.77,13.09,-0.18,2.05,43.4,16.3,29.72,16.69,-4.79,8.85,117.8,-2.5,4.09,6.4,-0.1,1.52,8.6,0.6,2.88,6.8,0.57,2.29
2021-01-06,3,582,465,63,13.55,8,88.89,0,0,1,11.11,9,14.29,47,8,17.02,5,126,116,14,1,10,7.94,0,1,1,8,72,62,60.48,96,8,8.33,88,91.67,20,16,80,4,20,18,15.52,442.6,47.7,125.7,12.86,0.4,1.89,50.2,7.9,24.45,13.94,-0.5,4.4,116.4,-1.3,2.88,7.6,1.9,3.78,9,0.7,2.92,7.16,0.59,2.3
2021-01-07,4,583,449,68,15.14,9,64.29,3,21.43,2,14.29,14,20.59,44,13,29.55,3,127,115,12,1,12,9.45,1,2,1,8,73,63,59.77,94,9,9.57,85,90.43,21,16,76.19,5,23.81,14,12.17,457.4,28.7,119.98,13.12,1.15,2.13,51,3.6,24.09,15.85,4.44,8.16,115.4,-0.5,2.07,8.8,2.3,4.09,9.6,1.3,3.21,7.66,0.99,2.5
2021-01-08,5,572,454,57,12.56,6,66.67,3,33.33,0,0,9,15.79,94,6,6.38,5,122,111,8,1,11,9.02,1,0,1,9,71,64,59.81,87,8,9.2,79,90.8,24,16,66.67,8,33.33,16,14.41,495.8,-30.6,54.86,13.72,-0.03,0.98,66.2,2.3,21.95,14.9,1.12,9.07,114.2,-0.9,2.59,9.4,1,3.58,10.2,1.1,3.11,8.18,0.89,2.45
2021-01-09,6,564,231,25,10.82,6,75,2,25,0,0,8,32,16,5,31.25,2,117,110,7,1,7,5.98,0,0,1,6,71,65,61,86,8,9.3,78,90.7,24,17,70.83,7,29.17,18,16.36,431.6,-66.7,120.82,13.24,-0.76,1.64,56.8,-8.7,31.6,19.25,2.78,10.87,112.8,-0.9,2.59,9.8,-0.8,3.03,10.6,-1.1,2.3,8.56,-0.78,1.69
2021-01-10,0,560,230,25,10.87,8,80,1,10,1,10,10,40,19,5,26.32,5,119,110,9,1,9,7.56,0,3,0,6,70,64,59.76,83,12,14.46,71,85.54,27,18,66.67,9,33.33,15,13.64,365.8,-68.8,123.65,12.59,-0.97,1.84,44,-8.4,31.3,22.1,2.03,10.37,112.4,-1.7,2.88,10,-1.5,2.92,9.8,-0.7,1.92,7.99,-0.42,1.36
2021-01-11,1,566,489,39,7.98,8,88.89,0,0,1,11.11,9,23.08,131,16,12.21,5,123,110,13,1,13,10.57,4,3,0,6,72,65,58.12,81,8,9.88,73,90.12,29,17,58.62,12,41.38,13,11.82,370.6,-14.4,128.82,11.47,-1.6,2.63,60.8,9.9,50.17,21.14,-1.47,11.15,111.2,-1.1,2.17,9.8,0.3,2.59,10.4,0,2.41,8.52,0.08,1.78
2021-01-12,2,570,468,63,13.46,5,83.33,1,16.67,0,0,6,9.52,80,18,22.5,3,117,104,7,1,13,11.11,0,2,2,9,70,67,59.17,79,7,8.86,72,91.14,25,17,68,8,32,17,16.35,374.4,28.6,131.95,11.14,-0.1,2.1,68,8.7,49.73,19.73,1.32,10.23,109,-1.4,2.83,8.8,0.4,2.49,10.6,1,2.61,8.85,0.88,2.12
2021-01-13,3,576,430,45,10.47,6,85.71,1,14.29,0,0,7,15.56,51,11,21.57,0,112,103,8,1,9,8.04,0,3,1,5,70,68,58.64,80,11,13.75,69,86.25,23,15,65.22,8,34.78,16,15.53,369.6,63.6,128.73,10.72,0.19,1.94,59.4,13.1,47.79,22.77,-2.32,7.03,107.4,-2,3.58,8.8,0,2.49,10.2,0.8,2.68,8.65,0.77,2.15
2021-01-14,4,581,321,40,12.46,12,80,2,13.33,1,6.67,15,37.5,28,8,28.57,1,118,102,15,1,16,13.56,2,3,1,10,67,66,57.91,78,12,15.38,66,84.62,24,14,58.33,10,41.67,13,12.75,387.6,12.3,109.34,11.05,0.57,2.1,61.8,-6.2,45.31,22.23,1.39,6.28,105.8,-2.3,3.9,10.4,0.7,3.44,12,1,3,10.17,0.95,2.44
2021-01-15,5,557,299,28,9.36,8,88.89,1,11.11,0,0,9,32.14,71,11,15.49,1,110,89,8,1,21,19.09,3,2,1,15,56,63,59.11,65,9,13.85,56,86.15,24,16,66.67,8,33.33,11,12.36,401.4,-52.7,86.43,10.75,0.18,2.23,72.2,-17.2,38.48,20.07,1.26,6.39,101.6,-4.4,7.7,10.2,-0.2,3.56,14.4,1.9,4.45,12.47,1.95,4.19
2021-01-16,6,557,213,16,7.51,3,100,0,0,0,0,3,18.75,14,4,28.57,4,96,94,8,1,2,2.08,0,0,0,2,60,64,57.8,68,10,14.71,58,85.29,26,17,65.38,9,34.62,13,13.83,346.2,-64.1,103.03,10.65,-1.3,2.38,48.8,-11.2,27.91,23.34,0.61,5.48,98.4,-3.4,6.58,9.2,0.2,3.27,12.2,-1,7.19,10.78,-0.7,6.33
2021-01-17,0,537,209,10,4.78,4,100,0,0,0,0,4,40,19,6,31.58,2,102,94,8,1,8,7.84,0,1,0,7,60,64,57.62,66,9,13.64,57,86.36,28,21,75,7,25,11,11.7,294.4,-55,90.88,8.92,-1.63,2.93,36.6,-7.8,23.9,25.16,2,6.54,96.4,-2.6,5.94,9.4,-0.7,3.13,11.2,-1.6,7.4,10.12,-1.19,6.45
2021-01-18,1,551,110,16,14.55,7,70,3,30,0,0,10,62.5,18,2,11.11,6,107,100,13,1,7,6.54,2,1,1,3,67,67,58.39,69,10,14.49,59,85.51,31,23,74.19,8,25.81,14,14,230.4,-51.2,83.92,9.73,-0.04,3.88,30,-7.2,23.48,23.06,-1.88,9.13,95.8,0.1,5.22,10.4,-0.4,3.36,10.8,-3.1,7.6,9.82,-2.53,6.61
2021-01-19,2,572,520,39,7.5,6,66.67,2,22.22,1,11.11,9,23.08,93,12,12.9,1,107,95,9,1,12,11.21,3,1,1,7,61,64,58.58,66,8,12.12,58,87.88,29,19,65.52,10,34.48,12,12.63,270.2,33.9,154.85,8.74,0.33,3.64,43,4.8,36.49,19.93,-2.26,9.45,94.4,1.8,3.91,9.2,0.7,2.17,10,-1.3,7.11,9.35,-1.13,6.35
2021-01-20,3,586,400,35,8.75,10,100,0,0,0,0,10,28.57,64,5,7.81,1,106,99,11,1,7,6.6,0,0,0,7,60,61,56.63,70,8,11.43,62,88.57,29,20,68.97,9,31.03,13,13.13,290.4,68.5,165.75,8.62,0.52,3.62,41.6,17.4,35.26,18.39,-6.02,10.87,96.4,1.1,2.88,9.8,0.7,2.17,7.2,1.4,3.56,6.85,1.24,3.28
2021-01-21,4,574,279,27,9.68,6,85.71,1,14.29,0,0,7,25.93,70,2,2.86,3,109,100,10,1,9,8.26,0,1,1,7,60,60,56.73,70,6,8.57,64,91.43,30,23,76.67,7,23.33,15,15,303.6,43,160.59,9.05,0.4,3.58,52.8,14.8,33.13,13.25,-6.07,10.93,97.6,1.1,2.88,10.2,0.2,1.92,8.6,0.2,2.07,8.09,0.09,1.9
2021-01-22,5,568,350,23,6.57,1,33.33,2,66.67,0,0,3,13.04,63,2,3.17,1,104,91,4,0,13,12.5,3,0,1,9,59,65,56.75,64,6,9.38,58,90.63,27,20,74.07,7,25.93,11,12.09,331.8,23.9,151.97,9.41,-1.38,3.11,61.6,6.7,27.23,7.57,-2.59,4.54,97,-1.3,3.94,9.4,-1.7,3.36,9.6,0.9,2.79,9.02,0.9,2.72
2021-01-23,6,567,223,15,6.73,3,75,1,25,0,0,4,26.67,20,3,15,4,97,87,6,1,10,10.31,1,3,0,6,56,64,57.46,62,7,11.29,55,88.71,25,19,76,6,24,12,13.79,354.4,-64.4,114.54,7.85,-0.37,1.34,62,-14.7,26.43,8.35,-0.04,5.53,94.4,-2.4,5.46,8,-1.3,2.92,10.2,0.2,2.39,9.78,0.41,2.35
2021-01-24,0,575,216,15,6.94,6,75,2,25,0,0,8,53.33,9,1,11.11,4,96,93,9,1,3,3.13,1,0,0,2,58,62,56.92,68,9,13.24,59,86.76,25,18,72,7,28,12,12.9,293.6,-42.4,80.19,7.73,-0.66,1.4,45.2,-16,28.42,7.99,1.87,5.21,94,-2.5,5.48,8,-0.8,2.92,8.4,-0.7,3.72,8.16,-0.49,3.58
2021-01-25,1,604,412,17,4.13,3,75,1,25,0,0,4,23.53,91,9,9.89,2,98,86,5,0,12,12.24,1,1,0,10,53,62,58.17,60,11,18.33,49,81.67,26,21,80.77,5,19.23,11,12.79,296,13.2,84.25,6.81,-1.07,1.97,50.6,-1.2,34.75,8.41,2.2,5.27,91.4,-2.6,5.6,6.8,-0.5,2.59,9.4,-0.4,3.91,9.29,-0.14,3.84
2021-01-26,2,586,381,28,7.35,5,100,0,0,0,0,5,17.86,44,6,13.64,1,94,87,8,1,7,7.45,1,0,2,4,55,63,56.09,59,10,16.95,49,83.05,28,23,82.14,5,17.86,10,11.49,316.4,25.1,91.17,6.34,-0.1,1.27,45.4,3.3,33.02,10.56,1.58,4.6,88.8,-0.9,3.03,6.4,0.7,2.07,9,-1,4.06,9.13,-0.82,3.91
2021-01-27,3,617,318,17,5.35,4,100,0,0,0,0,4,23.53,36,6,16.67,1,94,90,7,1,4,4.26,1,0,0,3,56,62,55.51,63,13,20.63,50,79.37,27,23,85.19,4,14.81,10,11.11,310,35.5,89.32,6.1,-0.24,1.33,40,6.7,31.6,13.26,0.59,2.77,88.6,0,2.88,7,0.1,1.58,7.2,-0.8,3.83,7.48,-0.78,3.87
2021-01-28,4,627,246,22,8.94,5,71.43,1,14.29,1,14.29,7,31.82,50,6,12,1,103,94,13,1,9,8.74,3,1,1,4,56,60,55.71,66,11,16.67,55,83.33,28,23,82.14,5,17.86,10,10.64,314.6,-3.4,84.17,6.54,0.52,1.86,46,2.7,29.64,12.66,0.86,2.62,90,0.6,3.54,8.4,1,2.97,7,0.4,3.67,7.16,0.32,3.64
2021-01-29,5,606,300,31,10.33,5,41.67,7,58.33,0,0,12,38.71,65,4,6.15,4,97,86,3,0,11,11.34,2,3,1,5,51,59,56.43,57,11,19.3,46,80.7,29,23,79.31,6,20.69,8,9.3,331.4,-35.9,65.98,7.22,1.4,2.53,57.2,-4.6,21.67,11.67,-0.91,3.96,88.6,0.7,3.44,7.2,0.1,3.77,8.6,0,3.21,8.81,-0.05,3.19
2021-01-30,6,574,208,14,6.73,1,100,0,0,0,0,1,7.14,17,1,5.88,0,88,82,2,0,6,6.82,0,1,1,4,49,60,56.93,53,10,18.87,43,81.13,29,22,75.86,7,24.14,8,9.76,290.6,-36.4,66.75,7.74,0.37,1.94,42.4,-2.5,17.73,10.87,-2.6,4.74,87.8,-1.4,4.49,6.6,-1.6,4.39,7.4,0.5,2.7,7.72,0.58,2.6
2021-01-31,0,568,208,10,4.81,1,50,0,0,1,50,2,20,16,3,18.75,2,83,81,1,0,2,2.41,0,0,1,1,49,60,56.9,53,9,16.98,44,83.02,28,20,71.43,8,28.57,9,11.11,256,-25.8,51.21,7.23,-0.33,2.36,36.8,-7.3,21.18,11.89,-0.2,5.9,86.6,-3,5.46,5.2,-2.3,4.92,6.4,-0.7,3.65,6.71,-0.56,3.54
2021-02-01,1,587,392,15,3.83,4,80,1,20,0,0,5,33.33,55,6,10.91,0,87,80,6,1,7,8.05,1,2,1,3,48,60,57.95,53,9,16.98,44,83.02,27,18,66.67,9,33.33,7,8.75,270.8,20,77.53,6.93,-1.57,2.73,40.6,-3.9,22.66,10.74,1.04,5.26,84.6,-3.3,5.73,5,-1.6,4.85,7,-1.3,3.39,7.47,-1.03,3.28
2021-02-02,2,571,384,25,6.51,6,85.71,0,0,1,14.29,7,28,29,2,6.9,3,86,77,6,1,9,10.47,1,1,2,5,45,58,57.17,50,9,18,41,82,27,18,66.67,9,33.33,8,10.39,298.4,35.2,90.05,6.44,-1.05,2.48,36.4,-3.4,22.42,9.72,0.65,5.44,81.2,-2,3.27,3.6,1,2.3,7,-0.3,3.39,7.82,-0.05,3.53
